cod_ibge;nome_municipio;censo_total_estab;censo_estab_usou_agrotox;censo_pct_uso_agrotox;censo_valor_agrotox_mil;censo_n_estab_agrotox;pam_area_colhida_ha;pam_area_plantada_ha;pam_qtd_produzida;pam_valor_prod_mil_reais;sih_n_internacoes_intox;sih_n_internacoes_agrotox;sih_n_obitos_intox;sinan_n_notificacoes_intox;sinan_n_casos_contexto_agric;sisagua_n_amostras;sisagua_n_deteccoes_quant;sisagua_n_agrotox_detectados
352750;Lucianópolis (SP);133;46;34,6;4590,064;46;4574;4574;NA;161705;0;0;0;3;0;144;1;1
352760;Luís Antônio (SP);55;24;43,6;34488,092;24;39957;39957;NA;322538;5;0;0;2;0;245;54;27
352770;Luiziânia (SP);182;66;36,3;2393,780;66;5634;5634;NA;59836;3;0;0;10;0;98;0;0
352780;Lupércio (SP);192;77;40,1;2287,571;77;3444;3444;NA;34820;0;0;0;8;1;187;0;0
352790;Lutécia (SP);159;58;36,5;4833,535;58;17910;17920;NA;157567;2;0;0;9;0;92;0;0
352800;Macatuba (SP);79;30;38,0;7807,082;30;15660;15660;NA;159141;3;0;0;4;0;195;0;1
352810;Macaubal (SP);451;59;13,1;232,039;59;7758;7758;NA;108684;4;1;0;17;1;270;0;0
352820;Macedônia (SP);327;75;22,9;5148,729;75;7591;7591;NA;66814;1;0;0;3;0;91;0;0
352830;Magda (SP);172;39;22,7;494123,151;39;16540;16540;NA;168602;2;0;0;8;0;99;0;0
352840;Mairinque (SP);117;27;23,1;292,800;27;775;775;NA;7859;8;0;0;25;0;1170;9;8
352850;Mairiporã (SP);72;6;8,3;2,075;6;NA;NA;NA;NA;31;0;0;144;0;1210;23;23
352860;Manduri (SP);191;113;59,2;3784,053;113;14540;14540;NA;167113;0;0;0;4;1;173;173;22
352870;Marabá Paulista (SP);489;91;18,6;4373,646;91;18125;18125;NA;170572;3;0;0;10;0;89;0;0
352880;Maracaí (SP);217;165;76,0;21281,456;165;73344;73344;NA;578570;1;0;0;12;0;250;2;1
352885;Marapoama (SP);148;123;83,1;9299,263;123;7754;7754;NA;123882;0;0;0;15;2;290;1;1
352890;Mariápolis (SP);387;57;14,7;574,133;57;1731;1731;NA;33332;3;0;0;1;0;202;0;0
352900;Marília (SP);881;277;31,4;6595,922;277;15564;15564;NA;161419;26;0;1;569;0;3787;472;27
352910;Marinópolis (SP);155;98;63,2;1168,291;98;1133;1133;NA;25958;2;0;0;3;0;91;0;0
352920;Martinópolis (SP);559;70;12,5;17920,830;70;48930;48930;NA;392618;13;0;0;10;0;131;0;0
352930;Matão (SP);171;102;59,6;16464,036;102;29570;29570;NA;398135;19;0;1;7;0;1156;205;27
352940;Mauá (SP);34;5;14,7;10,700;5;NA;NA;NA;NA;33;0;3;348;0;744;85;26
352950;Mendonça (SP);285;78;27,4;315,785;78;9254;9254;NA;124081;1;0;0;8;1;209;0;0
352960;Meridiano (SP);205;63;30,7;20215,460;63;9913;9913;NA;86234;1;0;0;6;0;237;0;0
352965;Mesópolis (SP);198;59;29,8;626,708;59;7886;7886;NA;100015;0;0;0;2;0;92;0;0
352970;Miguelópolis (SP);195;132;67,7;31193,530;132;70370;70370;NA;870362;1;0;0;0;0;228;0;0
352980;Mineiros do Tietê (SP);94;40;42,6;1045,278;40;12864;12864;NA;124671;3;0;0;28;0;132;20;9
352990;Miracatu (SP);675;305;45,2;1592,002;306;2370;2620;NA;47072;4;0;0;40;3;444;1;1
353000;Mira Estrela (SP);221;62;28,1;1225,508;62;1643;1643;NA;12934;3;0;0;1;0;90;0;0
353010;Mirandópolis (SP);1013;382;37,7;1995,656;382;27227;27227;NA;239624;17;0;2;48;1;262;0;0
353020;Mirante do Paranapanema (SP);2097;687;32,8;8310,861;687;32622;32622;NA;290562;4;0;0;22;1;340;0;0
353030;Mirassol (SP);359;113;31,5;1139,974;113;10848;10848;NA;129940;10;0;0;61;0;1896;1;1
353040;Mirassolândia (SP);193;55;28,5;635,450;55;5034;5034;NA;55914;3;0;0;1;0;0;0;0
353050;Mococa (SP);454;158;34,8;7901,207;158;38596;38646;NA;550228;18;0;1;187;0;576;217;27
353060;Mogi das Cruzes (SP);1379;865;62,7;4822,683;865;761;761;NA;41325;50;0;1;223;0;2524;117;27
